# Time (au) | Atom | X (Bohr) | Y (Bohr) | Z (Bohr) | Vx (au) | Vy (au) | Vz (au) | Fx (au) | Fy (au) | Fz (au)
    0.120000 O       0.00000366     0.00000313     0.22258335     0.00003053     0.00002607    -0.00006167     0.00001033    -0.00000637     0.34853345
    0.120000 H       0.00002249     1.42757907    -0.89034689     0.00018739    -0.00015878     0.00013150     0.00000534     0.28961040    -0.17428614
    0.120000 H      -0.00008111    -1.42762912    -0.89026005    -0.00067591    -0.00025831     0.00085518    -0.00001567    -0.28960404    -0.17425670
    0.130000 O       0.00000397     0.00000339     0.22258274     0.00003053     0.00002607    -0.00006155     0.00001119    -0.00000691     0.34853533
    0.130000 H       0.00002436     1.42757749    -0.89034558     0.00018739    -0.00015720     0.00013055     0.00000578     0.28961364    -0.17428831
    0.130000 H      -0.00008787    -1.42763171    -0.89025150    -0.00067591    -0.00025990     0.00085423    -0.00001697    -0.28960674    -0.17425640
    0.140000 O       0.00000427     0.00000365     0.22258212     0.00003053     0.00002607    -0.00006143     0.00001205    -0.00000745     0.34853719
    0.140000 H       0.00002624     1.42757593    -0.89034428     0.00018739    -0.00015561     0.00012959     0.00000623     0.28961687    -0.17429047
    0.140000 H      -0.00009463    -1.42763432    -0.89024297    -0.00067591    -0.00026148     0.00085327    -0.00001828    -0.28960942    -0.17425610
    0.150000 O       0.00000458     0.00000391     0.22258151     0.00003053     0.00002607    -0.00006131     0.00001291    -0.00000799     0.34853902
    0.150000 H       0.00002811     1.42757438    -0.89034299     0.00018739    -0.00015402     0.00012863     0.00000667     0.28962008    -0.17429262
    0.150000 H      -0.00010139    -1.42763694    -0.89023444    -0.00067591    -0.00026307     0.00085232    -0.00001959    -0.28961209    -0.17425578
    0.160000 O       0.00000489     0.00000417     0.22258090     0.00003053     0.00002607    -0.00006119     0.00001377    -0.00000854     0.34854083
    0.160000 H       0.00002998     1.42757285    -0.89034171     0.00018739    -0.00015243     0.00012768     0.00000712     0.28962327    -0.17429475
    0.160000 H      -0.00010815    -1.42763958    -0.89022592    -0.00067591    -0.00026466     0.00085136    -0.00002089    -0.28961474    -0.17425546
    0.170000 O       0.00000519     0.00000443     0.22258029     0.00003053     0.00002607    -0.00006107     0.00001463    -0.00000908     0.34854261
    0.170000 H       0.00003186     1.42757133    -0.89034044     0.00018739    -0.00015084     0.00012672     0.00000756     0.28962645    -0.17429688
    0.170000 H      -0.00011491    -1.42764224    -0.89021741    -0.00067591    -0.00026625     0.00085040    -0.00002220    -0.28961737    -0.17425512
    0.180000 O       0.00000550     0.00000469     0.22257968     0.00003053     0.00002607    -0.00006095     0.00001549    -0.00000962     0.34854437
    0.180000 H       0.00003373     1.42756983    -0.89033917     0.00018739    -0.00014925     0.00012577     0.00000801     0.28962961    -0.17429899
    0.180000 H      -0.00012166    -1.42764491    -0.89020891    -0.00067591    -0.00026784     0.00084945    -0.00002351    -0.28962000    -0.17425477
    0.190000 O       0.00000580     0.00000495     0.22257907     0.00003053     0.00002607    -0.00006083     0.00001635    -0.00001016     0.34854611
    0.190000 H       0.00003560     1.42756835    -0.89033792     0.00018739    -0.00014766     0.00012481     0.00000845     0.28963275    -0.17430109
    0.190000 H      -0.00012842    -1.42764759    -0.89020042    -0.00067592    -0.00026943     0.00084849    -0.00002481    -0.28962260    -0.17425440
    0.200000 O       0.00000611     0.00000521     0.22257846     0.00003053     0.00002607    -0.00006071     0.00001721    -0.00001070     0.34854782
    0.200000 H       0.00003748     1.42756688    -0.89033668     0.00018739    -0.00014607     0.00012385     0.00000890     0.28963589    -0.17430318
    0.200000 H      -0.00013518    -1.42765030    -0.89019194    -0.00067592    -0.00027102     0.00084754    -0.00002612    -0.28962519    -0.17425403
    0.210000 O       0.00000641     0.00000547     0.22257785     0.00003053     0.00002607    -0.00006059     0.00001807    -0.00001124     0.34854951
    0.210000 H       0.00003935     1.42756542    -0.89033544     0.00018739    -0.00014449     0.00012290     0.00000935     0.28963900    -0.17430525
    0.210000 H      -0.00014194    -1.42765301    -0.89018347    -0.00067592    -0.00027261     0.00084658    -0.00002742    -0.28962777    -0.17425364
    0.220000 O       0.00000672     0.00000574     0.22257725     0.00003053     0.00002607    -0.00006047     0.00001893    -0.00001178     0.34855118
    0.220000 H       0.00004123     1.42756399    -0.89033422     0.00018739    -0.00014290     0.00012194     0.00000979     0.28964210    -0.17430732
    0.220000 H      -0.00014870    -1.42765575    -0.89017501    -0.00067592    -0.00027419     0.00084563    -0.00002873    -0.28963032    -0.17425324
    0.230000 O       0.00000702     0.00000600     0.22257664     0.00003053     0.00002607    -0.00006035     0.00001979    -0.00001232     0.34855282
    0.230000 H       0.00004310     1.42756257    -0.89033301     0.00018739    -0.00014131     0.00012098     0.00001024     0.28964519    -0.17430937
    0.230000 H      -0.00015546    -1.42765850    -0.89016656    -0.00067592    -0.00027578     0.00084467    -0.00003004    -0.28963287    -0.17425283
    0.240000 O       0.00000733     0.00000626     0.22257604     0.00003053     0.00002607    -0.00006023     0.00002065    -0.00001287     0.34855444
    0.240000 H       0.00004497     1.42756116    -0.89033180     0.00018739    -0.00013972     0.00012003     0.00001068     0.28964825    -0.17431141
    0.240000 H      -0.00016222    -1.42766126    -0.89015812    -0.00067592    -0.00027737     0.00084371    -0.00003134    -0.28963540    -0.17425241
    0.250000 O       0.00000763     0.00000652     0.22257544     0.00003053     0.00002607    -0.00006011     0.00002152    -0.00001341     0.34855604
    0.250000 H       0.00004685     1.42755977    -0.89033060     0.00018739    -0.00013813     0.00011907     0.00001113     0.28965131    -0.17431344
    0.250000 H      -0.00016898    -1.42766405    -0.89014968    -0.00067592    -0.00027896     0.00084276    -0.00003265    -0.28963791    -0.17425198
    0.260000 O       0.00000794     0.00000678     0.22257484     0.00003053     0.00002607    -0.00005999     0.00002238    -0.00001395     0.34855761
    0.260000 H       0.00004872     1.42755840    -0.89032942     0.00018739    -0.00013654     0.00011812     0.00001157     0.28965435    -0.17431546
    0.260000 H      -0.00017574    -1.42766684    -0.89014126    -0.00067592    -0.00028055     0.00084180    -0.00003396    -0.28964041    -0.17425153
    0.270000 O       0.00000824     0.00000704     0.22257424     0.00003053     0.00002607    -0.00005988     0.00002324    -0.00001449     0.34855916
    0.270000 H       0.00005060     1.42755704    -0.89032824     0.00018739    -0.00013495     0.00011716     0.00001202     0.28965737    -0.17431746
    0.270000 H      -0.00018250    -1.42766966    -0.89013285    -0.00067592    -0.00028214     0.00084085    -0.00003526    -0.28964289    -0.17425108
    0.280000 O       0.00000855     0.00000730     0.22257364     0.00003053     0.00002607    -0.00005976     0.00002410    -0.00001503     0.34856069
    0.280000 H       0.00005247     1.42755570    -0.89032708     0.00018739    -0.00013336     0.00011620     0.00001246     0.28966037    -0.17431946
    0.280000 H      -0.00018926    -1.42767249    -0.89012444    -0.00067592    -0.00028373     0.00083989    -0.00003657    -0.28964536    -0.17425061
    0.290000 O       0.00000885     0.00000756     0.22257304     0.00003053     0.00002607    -0.00005964     0.00002496    -0.00001557     0.34856219
    0.290000 H       0.00005434     1.42755437    -0.89032592     0.00018739    -0.00013177     0.00011525     0.00001291     0.28966337    -0.17432144
    0.290000 H      -0.00019602    -1.42767533    -0.89011605    -0.00067592    -0.00028532     0.00083893    -0.00003787    -0.28964781    -0.17425013
    0.300000 O       0.00000916     0.00000782     0.22257245     0.00003053     0.00002607    -0.00005952     0.00002582    -0.00001611     0.34856367
    0.300000 H       0.00005622     1.42755306    -0.89032477     0.00018739    -0.00013018     0.00011429     0.00001336     0.28966634    -0.17432341
    0.300000 H      -0.00020277    -1.42767819    -0.89010767    -0.00067592    -0.00028691     0.00083798    -0.00003918    -0.28965025    -0.17424964
    0.310000 O       0.00000947     0.00000808     0.22257185     0.00003053     0.00002607    -0.00005940     0.00002668    -0.00001665     0.34856512
    0.310000 H       0.00005809     1.42755177    -0.89032363     0.00018739    -0.00012860     0.00011333     0.00001380     0.28966930    -0.17432537
    0.310000 H      -0.00020953    -1.42768107    -0.89009929    -0.00067592    -0.00028849     0.00083702    -0.00004049    -0.28965267    -0.17424913
    0.320000 O       0.00000977     0.00000834     0.22257126     0.00003053     0.00002607    -0.00005928     0.00002754    -0.00001719     0.34856655
    0.320000 H       0.00005997     1.42755049    -0.89032250     0.00018739    -0.00012701     0.00011238     0.00001425     0.28967225    -0.17432731
    0.320000 H      -0.00021629    -1.42768396    -0.89009093    -0.00067592    -0.00029008     0.00083607    -0.00004179    -0.28965507    -0.17424862
    0.330000 O       0.00001008     0.00000860     0.22257067     0.00003053     0.00002607    -0.00005916     0.00002840    -0.00001772     0.34856796
    0.330000 H       0.00006184     1.42754923    -0.89032139     0.00018739    -0.00012542     0.00011142     0.00001469     0.28967518    -0.17432925
    0.330000 H      -0.00022305    -1.42768687    -0.89008257    -0.00067592    -0.00029167     0.00083511    -0.00004310    -0.28965746    -0.17424809
    0.340000 O       0.00001038     0.00000886     0.22257008     0.00003053     0.00002607    -0.00005904     0.00002926    -0.00001826     0.34856935
    0.340000 H       0.00006371     1.42754798    -0.89032028     0.00018739    -0.00012383     0.00011047     0.00001514     0.28967809    -0.17433117
    0.340000 H      -0.00022981    -1.42768980    -0.89007422    -0.00067592    -0.00029326     0.00083415    -0.00004441    -0.28965984    -0.17424755
    0.350000 O       0.00001069     0.00000912     0.22256949     0.00003053     0.00002607    -0.00005892     0.00003012    -0.00001880     0.34857071
    0.350000 H       0.00006559     1.42754675    -0.89031918     0.00018739    -0.00012224     0.00010951     0.00001558     0.28968099    -0.17433308
    0.350000 H      -0.00023657    -1.42769274    -0.89006589    -0.00067592    -0.00029485     0.00083320    -0.00004571    -0.28966220    -0.17424700
    0.360000 O       0.00001099     0.00000938     0.22256890     0.00003053     0.00002607    -0.00005880     0.00003098    -0.00001934     0.34857204
    0.360000 H       0.00006746     1.42754554    -0.89031809     0.00018740    -0.00012065     0.00010855     0.00001603     0.28968387    -0.17433498
    0.360000 H      -0.00024333    -1.42769569    -0.89005756    -0.00067592    -0.00029644     0.00083224    -0.00004702    -0.28966454    -0.17424644
    0.370000 O       0.00001130     0.00000965     0.22256831     0.00003053     0.00002607    -0.00005868     0.00003184    -0.00001988     0.34857336
    0.370000 H       0.00006934     1.42754434    -0.89031700     0.00018740    -0.00011906     0.00010760     0.00001648     0.28968674    -0.17433687
    0.370000 H      -0.00025009    -1.42769866    -0.89004924    -0.00067592    -0.00029803     0.00083129    -0.00004833    -0.28966687    -0.17424587
    0.380000 O       0.00001160     0.00000991     0.22256772     0.00003053     0.00002607    -0.00005856     0.00003270    -0.00002042     0.34857465
    0.380000 H       0.00007121     1.42754316    -0.89031593     0.00018740    -0.00011747     0.00010664     0.00001692     0.28968959    -0.17433875
    0.380000 H      -0.00025685    -1.42770165    -0.89004093    -0.00067592    -0.00029962     0.00083033    -0.00004963    -0.28966918    -0.17424528
    0.390000 O       0.00001191     0.00001017     0.22256714     0.00003053     0.00002607    -0.00005844     0.00003356    -0.00002096     0.34857591
    0.390000 H       0.00007308     1.42754199    -0.89031487     0.00018740    -0.00011588     0.00010568     0.00001737     0.28969243    -0.17434061
    0.390000 H      -0.00026361    -1.42770466    -0.89003263    -0.00067592    -0.00030121     0.00082937    -0.00005094    -0.28967148    -0.17424468
    0.400000 O       0.00001221     0.00001043     0.22256656     0.00003053     0.00002607    -0.00005832     0.00003442    -0.00002150     0.34857716
    0.400000 H       0.00007496     1.42754084    -0.89031382     0.00018740    -0.00011429     0.00010473     0.00001781     0.28969525    -0.17434246
    0.400000 H      -0.00027037    -1.42770768    -0.89002435    -0.00067592    -0.00030280     0.00082842    -0.00005225    -0.28967376    -0.17424408
    0.410000 O       0.00001252     0.00001069     0.22256597     0.00003053     0.00002607    -0.00005820     0.00003528    -0.00002203     0.34857838
    0.410000 H       0.00007683     1.42753971    -0.89031278     0.00018740    -0.00011270     0.00010377     0.00001826     0.28969805    -0.17434430
    0.410000 H      -0.00027713    -1.42771071    -0.89001607    -0.00067592    -0.00030439     0.00082746    -0.00005355    -0.28967603    -0.17424345
    0.420000 O       0.00001282     0.00001095     0.22256539     0.00003053     0.00002607    -0.00005808     0.00003615    -0.00002257     0.34857957
    0.420000 H       0.00007871     1.42753859    -0.89031174     0.00018740    -0.00011111     0.00010281     0.00001870     0.28970084    -0.17434613
    0.420000 H      -0.00028388    -1.42771376    -0.89000780    -0.00067592    -0.00030597     0.00082651    -0.00005486    -0.28967828    -0.17424282
    0.430000 O       0.00001313     0.00001121     0.22256481     0.00003053     0.00002607    -0.00005796     0.00003701    -0.00002311     0.34858075
    0.430000 H       0.00008058     1.42753748    -0.89031072     0.00018740    -0.00010953     0.00010186     0.00001915     0.28970361    -0.17434795
    0.430000 H      -0.00029064    -1.42771683    -0.88999954    -0.00067592    -0.00030756     0.00082555    -0.00005617    -0.28968052    -0.17424218
    0.440000 O       0.00001343     0.00001147     0.22256423     0.00003053     0.00002607    -0.00005784     0.00003787    -0.00002365     0.34858190
    0.440000 H       0.00008245     1.42753640    -0.89030971     0.00018740    -0.00010794     0.00010090     0.00001960     0.28970637    -0.17434975
    0.440000 H      -0.00029740    -1.42771992    -0.88999129    -0.00067592    -0.00030915     0.00082460    -0.00005747    -0.28968274    -0.17424152
    0.450000 O       0.00001374     0.00001173     0.22256365     0.00003053     0.00002607    -0.00005772     0.00003873    -0.00002418     0.34858302
    0.450000 H       0.00008433     1.42753532    -0.89030870     0.00018740    -0.00010635     0.00009994     0.00002004     0.28970912    -0.17435154
    0.450000 H      -0.00030416    -1.42772302    -0.88998304    -0.00067592    -0.00031074     0.00082364    -0.00005878    -0.28968495    -0.17424085
    0.460000 O       0.00001405     0.00001199     0.22256308     0.00003053     0.00002607    -0.00005760     0.00003959    -0.00002472     0.34858412
    0.460000 H       0.00008620     1.42753427    -0.89030771     0.00018740    -0.00010476     0.00009899     0.00002049     0.28971184    -0.17435332
    0.460000 H      -0.00031092    -1.42772613    -0.88997481    -0.00067592    -0.00031233     0.00082268    -0.00006008    -0.28968714    -0.17424018
    0.470000 O       0.00001435     0.00001225     0.22256250     0.00003053     0.00002607    -0.00005749     0.00004045    -0.00002526     0.34858520
    0.470000 H       0.00008808     1.42753323    -0.89030672     0.00018740    -0.00010317     0.00009803     0.00002093     0.28971455    -0.17435509
    0.470000 H      -0.00031768    -1.42772926    -0.88996659    -0.00067592    -0.00031392     0.00082173    -0.00006139    -0.28968931    -0.17423948
    0.480000 O       0.00001466     0.00001251     0.22256193     0.00003053     0.00002607    -0.00005737     0.00004131    -0.00002579     0.34858626
    0.480000 H       0.00008995     1.42753221    -0.89030575     0.00018740    -0.00010158     0.00009708     0.00002138     0.28971725    -0.17435685
    0.480000 H      -0.00032444    -1.42773241    -0.88995838    -0.00067592    -0.00031551     0.00082077    -0.00006270    -0.28969147    -0.17423878
    0.490000 O       0.00001496     0.00001277     0.22256135     0.00003053     0.00002607    -0.00005725     0.00004217    -0.00002633     0.34858729
    0.490000 H       0.00009182     1.42753120    -0.89030478     0.00018740    -0.00009999     0.00009612     0.00002182     0.28971993    -0.17435860
    0.490000 H      -0.00033120    -1.42773557    -0.88995018    -0.00067592    -0.00031710     0.00081982    -0.00006400    -0.28969362    -0.17423807
    0.500000 O       0.00001527     0.00001303     0.22256078     0.00003053     0.00002607    -0.00005713     0.00004303    -0.00002687     0.34858830
    0.500000 H       0.00009370     1.42753021    -0.89030383     0.00018740    -0.00009840     0.00009516     0.00002227     0.28972260    -0.17436033
    0.500000 H      -0.00033796    -1.42773875    -0.88994198    -0.00067592    -0.00031869     0.00081886    -0.00006531    -0.28969575    -0.17423734
    0.510000 O       0.00001557     0.00001329     0.22256021     0.00003053     0.00002607    -0.00005701     0.00004389    -0.00002740     0.34858928
    0.510000 H       0.00009557     1.42752923    -0.89030288     0.00018740    -0.00009681     0.00009421     0.00002272     0.28972525    -0.17436205
    0.510000 H      -0.00034472    -1.42774195    -0.88993380    -0.00067592    -0.00032028     0.00081790    -0.00006662    -0.28969786    -0.17423660
    0.520000 O       0.00001588     0.00001356     0.22255964     0.00003053     0.00002607    -0.00005689     0.00004475    -0.00002794     0.34859024
    0.520000 H       0.00009745     1.42752827    -0.89030194     0.00018740    -0.00009522     0.00009325     0.00002316     0.28972788    -0.17436376
    0.520000 H      -0.00035148    -1.42774516    -0.88992562    -0.00067592    -0.00032187     0.00081695    -0.00006792    -0.28969996    -0.17423585
    0.530000 O       0.00001618     0.00001382     0.22255907     0.00003053     0.00002607    -0.00005677     0.00004561    -0.00002848     0.34859118
    0.530000 H       0.00009932     1.42752733    -0.89030101     0.00018740    -0.00009363     0.00009229     0.00002361     0.28973050    -0.17436546
    0.530000 H      -0.00035824    -1.42774838    -0.88991746    -0.00067592    -0.00032346     0.00081599    -0.00006923    -0.28970204    -0.17423509
    0.540000 O       0.00001649     0.00001408     0.22255851     0.00003053     0.00002607    -0.00005665     0.00004647    -0.00002901     0.34859209
    0.540000 H       0.00010119     1.42752640    -0.89030010     0.00018740    -0.00009204     0.00009134     0.00002405     0.28973310    -0.17436715
    0.540000 H      -0.00036500    -1.42775163    -0.88990930    -0.00067592    -0.00032504     0.00081504    -0.00007054    -0.28970411    -0.17423432
    0.550000 O       0.00001679     0.00001434     0.22255794     0.00003053     0.00002607    -0.00005653     0.00004733    -0.00002955     0.34859298
    0.550000 H       0.00010307     1.42752548    -0.89029919     0.00018740    -0.00009045     0.00009038     0.00002450     0.28973569    -0.17436882
    0.550000 H      -0.00037175    -1.42775488    -0.88990116    -0.00067592    -0.00032663     0.00081408    -0.00007184    -0.28970616    -0.17423354
    0.560000 O       0.00001710     0.00001460     0.22255738     0.00003053     0.00002607    -0.00005641     0.00004819    -0.00003008     0.34859385
    0.560000 H       0.00010494     1.42752459    -0.89029829     0.00018740    -0.00008886     0.00008942     0.00002494     0.28973826    -0.17437049
    0.560000 H      -0.00037851    -1.42775816    -0.88989302    -0.00067593    -0.00032822     0.00081313    -0.00007315    -0.28970820    -0.17423274
    0.570000 O       0.00001740     0.00001486     0.22255681     0.00003053     0.00002607    -0.00005629     0.00004906    -0.00003062     0.34859469
    0.570000 H       0.00010682     1.42752371    -0.89029740     0.00018740    -0.00008727     0.00008847     0.00002539     0.28974082    -0.17437214
    0.570000 H      -0.00038527    -1.42776145    -0.88988490    -0.00067593    -0.00032981     0.00081217    -0.00007446    -0.28971022    -0.17423193
    0.580000 O       0.00001771     0.00001512     0.22255625     0.00003053     0.00002607    -0.00005617     0.00004992    -0.00003116     0.34859551
    0.580000 H       0.00010869     1.42752284    -0.89029652     0.00018740    -0.00008569     0.00008751     0.00002584     0.28974336    -0.17437378
    0.580000 H      -0.00039203    -1.42776475    -0.88987678    -0.00067593    -0.00033140     0.00081121    -0.00007576    -0.28971222    -0.17423111
    0.590000 O       0.00001801     0.00001538     0.22255569     0.00003053     0.00002607    -0.00005605     0.00005078    -0.00003169     0.34859631
    0.590000 H       0.00011056     1.42752199    -0.89029565     0.00018740    -0.00008410     0.00008655     0.00002628     0.28974588    -0.17437540
    0.590000 H      -0.00039879    -1.42776808    -0.88986867    -0.00067593    -0.00033299     0.00081026    -0.00007707    -0.28971421    -0.17423028
    0.600000 O       0.00001832     0.00001564     0.22255513     0.00003053     0.00002607    -0.00005593     0.00005164    -0.00003223     0.34859708
    0.600000 H       0.00011244     1.42752116    -0.89029479     0.00018740    -0.00008251     0.00008560     0.00002673     0.28974839    -0.17437702
    0.600000 H      -0.00040555    -1.42777141    -0.88986057    -0.00067593    -0.00033458     0.00080930    -0.00007838    -0.28971619    -0.17422944
    0.610000 O       0.00001862     0.00001590     0.22255457     0.00003053     0.00002607    -0.00005581     0.00005250    -0.00003276     0.34859783
    0.610000 H       0.00011431     1.42752034    -0.89029394     0.00018740    -0.00008092     0.00008464     0.00002717     0.28975089    -0.17437862
    0.610000 H      -0.00041231    -1.42777477    -0.88985249    -0.00067593    -0.00033617     0.00080835    -0.00007968    -0.28971815    -0.17422858
    0.620000 O       0.00001893     0.00001616     0.22255401     0.00003053     0.00002607    -0.00005569     0.00005336    -0.00003330     0.34859856
    0.620000 H       0.00011618     1.42751954    -0.89029309     0.00018740    -0.00007933     0.00008368     0.00002762     0.28975337    -0.17438022
    0.620000 H      -0.00041907    -1.42777814    -0.88984441    -0.00067593    -0.00033776     0.00080739    -0.00008099    -0.28972009    -0.17422772
    0.630000 O       0.00001924     0.00001642     0.22255346     0.00003053     0.00002607    -0.00005557     0.00005422    -0.00003383     0.34859926
    0.630000 H       0.00011806     1.42751876    -0.89029226     0.00018740    -0.00007774     0.00008273     0.00002806     0.28975583    -0.17438180
    0.630000 H      -0.00042583    -1.42778152    -0.88983634    -0.00067593    -0.00033935     0.00080644    -0.00008230    -0.28972202    -0.17422684
    0.640000 O       0.00001954     0.00001668     0.22255290     0.00003053     0.00002607    -0.00005545     0.00005508    -0.00003436     0.34859994
    0.640000 H       0.00011993     1.42751799    -0.89029144     0.00018740    -0.00007615     0.00008177     0.00002851     0.28975828    -0.17438336
    0.640000 H      -0.00043259    -1.42778492    -0.88982828    -0.00067593    -0.00034094     0.00080548    -0.00008360    -0.28972394    -0.17422595
    0.650000 O       0.00001985     0.00001694     0.22255235     0.00003053     0.00002607    -0.00005533     0.00005594    -0.00003490     0.34860059
    0.650000 H       0.00012181     1.42751723    -0.89029063     0.00018740    -0.00007456     0.00008081     0.00002896     0.28976071    -0.17438492
    0.650000 H      -0.00043935    -1.42778834    -0.88982023    -0.00067593    -0.00034253     0.00080452    -0.00008491    -0.28972583    -0.17422505
    0.660000 O       0.00002015     0.00001720     0.22255180     0.00003053     0.00002607    -0.00005521     0.00005680    -0.00003543     0.34860122
    0.660000 H       0.00012368     1.42751650    -0.89028982     0.00018740    -0.00007297     0.00007986     0.00002940     0.28976313    -0.17438646
    0.660000 H      -0.00044611    -1.42779178    -0.88981219    -0.00067593    -0.00034412     0.00080357    -0.00008622    -0.28972772    -0.17422413
    0.670000 O       0.00002046     0.00001747     0.22255124     0.00003053     0.00002607    -0.00005509     0.00005766    -0.00003597     0.34860183
    0.670000 H       0.00012555     1.42751577    -0.89028903     0.00018740    -0.00007138     0.00007890     0.00002985     0.28976553    -0.17438800
    0.670000 H      -0.00045287    -1.42779522    -0.88980416    -0.00067593    -0.00034571     0.00080261    -0.00008753    -0.28972959    -0.17422321
    0.680000 O       0.00002076     0.00001773     0.22255069     0.00003053     0.00002607    -0.00005498     0.00005852    -0.00003650     0.34860242
    0.680000 H       0.00012743     1.42751507    -0.89028825     0.00018740    -0.00006979     0.00007794     0.00003029     0.28976791    -0.17438952
    0.680000 H      -0.00045963    -1.42779869    -0.88979614    -0.00067593    -0.00034730     0.00080166    -0.00008883    -0.28973144    -0.17422227
    0.690000 O       0.00002107     0.00001799     0.22255014     0.00003053     0.00002607    -0.00005486     0.00005938    -0.00003703     0.34860298
